timestamp_transaction, transaction_amount($) , revenue($) ,timestamp_on_account_balance,account_number, account_balance($) ,branch_name,branch_location,foot_traffic,account_type,account_count,loan_type, loan_amount($) ,timestamp_on_satisfaction_rating,satisfaction_rating,investment_product, return_on_investment($) ,location_customer,customer_count,timestamp_ATM_transaction,ATM_location,transaction_count,Timestamp_on_ATM_transaction,metric_compliance_security_metric,metric_value
5/28/2022," 9,315.62 "," 3,845.10 ",2/22/2021,5.04838E+15," 8,246.13 ",34211 Ryan Plaza,Huping,1569,Checking†,1,Credit-builder," 194,478.23 ",Poor,Poor,Consumer Services," 74,843.76 ",Pa√ßo,4,8/18/2017,Duobao,12,1/31/2020,,
5/13/2018," 6,213.73 ", 610.90 ,9/13/2022,5.04838E+15," 33,048.68 ",6180 Longview Plaza,Hassi Berkane,1463,Checking†,3,Credit-builder," 218,498.59 ",Poor,Poor,Finance," 97,787.54 ",Chatan,97,6/20/2017,Saint Paul,21,9/2/2019,,
11/27/2017," 5,501.60 "," 4,653.40 ",9/16/2019,5.04837E+15," 9,458.55 ",40 Fuller Terrace,Ush-Tyube,1876,Checking†,4,Credit-builder," 371,310.20 ",Poor,Poor,Basic Industries," 44,543.29 ",Hongshi,2,3/17/2021,Zhavoronki,31,10/7/2018,,
3/20/2018," 7,623.42 "," 2,277.24 ",11/13/2020,5.10876E+15," 78,736.17 ",5 Blue Bill Park Drive,Makui,674,Checking†,4,Credit-builder," 236,350.25 ",Poor,Poor,Finance," 7,327.70 ",Pasarnangka,82,5/11/2022,Dayou,23,8/6/2018,,
6/28/2019," 8,941.61 ", 359.05 ,2/28/2021,5.04838E+15," 66,174.09 ",6999 Kedzie Point,C√°t B√†,1774,Checking†,2,Credit-builder," 887,249.29 ",Poor,Poor,Consumer Services," 66,505.49 ",Lille,75,6/22/2017,Fakel,22,1/31/2019,,
7/30/2022," 8,530.76 "," 8,322.51 ",4/13/2020,5.10876E+15," 21,368.58 ",4794 Norway Maple Pass,Monte Plata,988,Checking†,5,Credit-builder," 896,651.08 ",Poor,Poor,Consumer Services," 42,403.47 ",ƒÄl Ma‚Äò≈´dah,60,6/13/2018,Mocoa,39,5/21/2019,,
3/27/2021," 8,685.89 "," 5,085.31 ",9/2/2018,5.10875E+15," 34,218.99 ",8 Buell Park,Cikayas,843,Checking†,4,Credit-builder," 667,313.72 ",Poor,Poor,Finance," 88,834.40 ",Ishimbay,41,12/6/2017,Entradas,33,10/23/2018,,
7/24/2021," 4,728.16 "," 6,928.94 ",1/24/2020,5.04837E+15," 75,707.22 ",783 Fulton Plaza,Saraburi,1350,Checking†,2,Credit-builder," 871,431.50 ",Poor,Poor,Health Care," 53,843.28 ",Wangjiaping,89,5/16/2022,Liquan Chengguanzhen,22,10/15/2019,,
7/8/2019," 5,310.07 "," 7,086.34 ",11/28/2020,5.04837E+15," 20,740.84 ",6309 Rigney Court,Fontenay-sous-Bois,1982,Checking†,3,Credit-builder," 244,938.24 ",Poor,Poor,Finance," 52,379.55 ",Gorƒì,41,6/17/2022,Vista Hermosa,17,1/17/2018,,
6/22/2019," 4,288.07 "," 6,943.23 ",1/6/2022,5.04837E+15," 60,662.06 ",68 Cody Street,A≈ü ≈ûalw,779,Checking†,5,Credit-builder," 187,836.05 ",Poor,Poor,Finance," 43,123.64 ",Alanga,76,10/27/2022,Qijing,3,11/13/2020,,
5/28/2022," 7,218.18 "," 6,657.00 ",2/7/2022,5.04837E+15," 43,124.82 ",09 Coolidge Court,G√∂teborg,845,Checking†,2,Credit-builder," 945,294.76 ",Poor,Poor,Miscellaneous," 41,521.90 ",Bensonville,90,8/25/2018,Karonga,39,7/15/2020,,
4/9/2022," 3,787.94 "," 9,649.02 ",5/20/2019,5.04837E+15," 71,988.22 ",22 Mcguire Drive,Itaparica,484,Checking†,2,Credit-builder," 314,051.01 ",Poor,Poor,Consumer Durables," 5,590.53 ",Salfƒ´t,58,9/26/2017,Kulykiv,26,6/29/2022,,
2/15/2021," 9,361.97 "," 5,962.01 ",11/8/2020,5.10876E+15," 46,359.86 ",48 Tennessee Terrace,Gaoua,723,Checking†,4,Credit-builder," 714,400.44 ",Poor,Poor,Finance," 17,549.53 ",Jinquan,52,6/28/2016,Longhuashan,25,12/13/2019,,
3/31/2019," 8,264.78 "," 1,008.85 ",8/29/2018,5.04837E+15," 85,198.01 ",13904 Eagle Crest Way,S√∂lvesborg,1982,Checking†,5,Credit-builder," 951,239.08 ",Poor,Poor,n/a," 27,914.80 ",Kung√§lv,35,2/19/2019,Nanpiao,50,1/10/2019,,
4/24/2018," 3,221.27 "," 3,859.25 ",1/12/2021,5.10875E+15," 42,482.85 ",17992 Sutherland Drive,ƒåakovec,1376,Checking†,5,Credit-builder," 172,344.69 ",Poor,Poor,Consumer Services," 48,729.68 ",Zhangdiyingzi,18,1/30/2021,Kisangani,10,1/17/2022,,
5/19/2019," 7,839.07 ", 456.58 ,7/22/2021,5.10875E+15," 6,781.18 ",2098 Steensland Center,Ngamba,1703,Checking†,3,Credit-builder," 498,273.46 ",Poor,Poor,Technology," 86,643.83 ",Mijiang,79,1/9/2018,Paris 10,50,5/12/2019,,
6/28/2020," 6,772.23 "," 7,421.33 ",8/18/2020,5.04838E+15," 70,132.06 ",7961 Claremont Point,Lameira,1297,Checking†,1,Credit-builder," 579,120.48 ",Poor,Poor,n/a," 39,474.88 ",Perth,55,11/21/2017,Sakai-nakajima,24,8/12/2021,,
3/16/2020," 1,364.11 "," 7,748.24 ",11/27/2021,5.04838E+15," 44,467.18 ",45 Manufacturers Avenue,DƒÅngƒÅm,1758,Checking†,1,Credit-builder," 918,881.31 ",Poor,Poor,Basic Industries," 86,760.36 ",Barrunchal,99,8/2/2020,Dashiju,37,8/1/2018,,
3/13/2020," 3,016.86 "," 4,164.29 ",9/29/2019,5.10875E+15," 8,774.63 ",89296 Dorton Lane,Holgu√≠n,751,Checking†,5,Credit-builder," 273,378.42 ",Poor,Poor,Finance," 53,521.04 ",Orsha,65,11/28/2019,Ciladaeun,24,9/29/2018,,
9/12/2017," 5,938.05 "," 3,616.47 ",5/23/2019,5.10875E+15," 35,197.74 ",8 Cody Trail,Kroonstad,988,Checking†,3,Credit-builder," 635,321.34 ",Poor,Poor,Health Care," 62,854.67 ",Leon,7,5/7/2016,Talok,45,3/10/2020,,
6/12/2017," 9,277.86 "," 1,819.60 ",5/21/2022,5.04838E+15," 99,135.78 ",66 Green Place,Zuru,1664,Checking†,1,Credit-builder," 759,664.46 ",Poor,Poor,Health Care," 47,991.36 ",Motema,60,10/21/2019,Udachny,49,4/14/2021,,
9/8/2020," 2,421.76 ", 344.63 ,11/4/2019,5.04837E+15," 61,991.04 ",965 Hallows Lane,√ñrebro,823,Checking†,3,Credit-builder," 392,385.12 ",Poor,Poor,Miscellaneous," 55,827.81 ",Bangad,70,7/23/2021,Issy-les-Moulineaux,23,4/20/2021,,
1/2/2018," 5,352.97 "," 8,194.49 ",4/2/2019,5.04838E+15," 44,338.62 ",2 Johnson Crossing,Lashio,458,Checking†,1,Credit-builder," 716,728.32 ",Poor,Poor,Technology," 65,916.81 ",Thung Yang Daeng,51,7/3/2019,Lagoa,46,12/3/2022,,
10/24/2021, 279.32 ," 3,884.79 ",8/22/2021,5.04838E+15," 70,881.91 ",6 Monterey Circle,Bartolom√© Mas√≥,1199,Checking†,2,Credit-builder," 834,769.28 ",Poor,Poor,Finance," 77,282.89 ",Bantarpanjang,12,11/25/2022,Palmeiros,7,10/23/2020,,
10/29/2018," 6,727.66 "," 1,870.48 ",9/27/2021,5.10876E+15," 61,850.37 ",957 Del Mar Junction,Fuyo,1867,Checking†,1,Credit-builder," 928,070.23 ",Poor,Poor,Consumer Non-Durables," 58,563.15 ",Aubergenville,70,1/30/2017,Borovoy,2,12/31/2020,,
1/6/2017," 9,935.05 ", 480.17 ,3/16/2018,5.10876E+15," 1,409.19 ",1 American Ash Court,Str√§ngn√§s,1834,Checking†,1,Credit-builder," 227,759.44 ",Poor,Poor,Health Care," 84,495.33 ",Berekum,55,2/18/2022,Guangshun,37,6/8/2019,,
2/28/2020," 6,866.86 "," 4,589.38 ",1/8/2022,5.10876E+15," 86,466.28 ",718 Merchant Trail,Rakhmanovo,905,Checking†,5,Credit-builder," 165,532.98 ",Poor,Poor,Basic Industries," 74,324.78 ",Wenceslau Braz,14,6/6/2018,Recarei,8,10/19/2018,,
10/30/2021, 592.78 ," 9,962.73 ",1/19/2021,5.04837E+15," 53,578.33 ",56 Sunnyside Trail,Guj≈ç,1398,Checking†,3,Credit-builder," 803,817.12 ",Poor,Poor,Consumer Services," 89,773.38 ",Rtishchevo,85,8/9/2022,Zhenchuan,38,7/26/2019,,
3/28/2021," 5,191.94 "," 5,952.71 ",7/31/2018,5.04837E+15," 1,752.90 ",67580 Ryan Trail,Irving,1030,Checking†,3,Credit-builder," 286,737.02 ",Poor,Poor,Technology, 148.88 ,Champigny-sur-Marne,39,5/20/2020,Borzna,34,1/6/2022,,
11/29/2018," 9,267.58 "," 2,615.49 ",12/5/2018,5.10876E+15," 22,696.14 ",3 Heffernan Way,Sakhnƒ´n,1975,Checking†,3,Credit-builder," 884,755.64 ",Poor,Poor,n/a," 22,216.90 ",That Phanom,98,4/13/2019,Yilongyong,20,10/15/2018,,
12/4/2018, 285.05 ," 2,258.05 ",3/1/2021,5.10876E+15," 2,566.70 ",22022 Jackson Place,Riangderi,1612,Checking†,2,Credit-builder," 476,672.22 ",Poor,Poor,Capital Goods," 39,196.86 ",Graksop,78,1/5/2017,Llipa,19,2/19/2018,,
7/8/2017," 3,740.70 "," 5,784.76 ",1/23/2018,5.10876E+15," 22,337.70 ",7964 Center Parkway,Kalangsari,1903,Checking†,1,Credit-builder," 566,899.57 ",Unsatisfactory,Poor,n/a," 49,275.25 ",S√§revere,85,9/30/2017,Yangjia,24,4/17/2019,,
3/22/2018," 1,184.84 "," 1,622.28 ",9/15/2018,5.04837E+15," 95,784.89 ",43 Hazelcrest Terrace,≈öroda Wielkopolska,852,Checking†,3,Credit-builder," 708,634.84 ",Good,Poor,Capital Goods," 80,498.70 ",Oklahoma City,20,3/27/2020,Suncun,20,8/29/2021,,
1/22/2019, 14.75 ," 4,716.00 ",1/3/2018,5.04837E+15," 22,598.99 ",79822 Continental Pass,Aian√≠,29,Checking†,4,Credit-builder," 282,592.06 ",†Very Good†,Poor,n/a," 91,282.22 ",Wamba,22,1/28/2018,Degerfors,11,8/2/2022,,
1/16/2021," 5,516.75 "," 1,513.19 ",10/18/2022,5.10875E+15," 32,434.94 ",4042 Mccormick Junction,Mataloko,1628,Checking†,3,Credit-builder," 313,849.24 ",†Outstanding,Unsatisfactory,Capital Goods," 47,111.73 ",Sovetsk,91,2/28/2018,Tianmuhu,50,8/16/2019,,
1/31/2017," 5,667.30 ", 719.14 ,12/14/2022,5.10875E+15," 87,630.52 ",4432 Sheridan Hill,Yan Nawa,256,Checking†,3,Credit-builder," 534,581.16 ",Poor,Unsatisfactory,n/a," 71,243.42 ",Heshi,42,12/28/2021,Trenggulunan,25,11/24/2019,,
4/27/2018, 757.01 ," 8,914.26 ",1/8/2020,5.10875E+15," 28,174.20 ",8124 Merchant Plaza,Palmares,776,Checking†,4,Credit-builder," 956,537.30 ",Unsatisfactory,Unsatisfactory,Energy," 34,860.46 ",Zomba,38,1/26/2021,Cheremnoye,44,3/18/2020,,
10/3/2019," 1,779.93 "," 4,089.63 ",10/13/2021,5.04837E+15," 79,386.24 ",6989 Mockingbird Road,Covas da Raposa,257,Checking†,1,Credit-builder," 330,831.27 ",Good,Unsatisfactory,n/a," 25,667.20 ",Guder Lao,49,2/17/2016,Sypniewo,27,8/26/2019,,
3/23/2017," 3,825.89 "," 3,052.60 ",7/7/2019,5.10875E+15," 14,577.06 ",51 Glacier Hill Alley,Wolin,1221,Checking†,1,Credit-builder," 322,845.90 ",†Very Good†,Unsatisfactory,n/a," 4,534.38 ",Duy√™n H·∫£i,16,11/19/2016,Mianduhe,6,4/7/2022,,
2/17/2017," 9,709.96 "," 5,696.34 ",3/22/2022,5.10876E+15," 12,186.21 ",9189 Maple Crossing,Situ,1226,Checking†,1,Credit-builder," 201,827.25 ",†Outstanding,Unsatisfactory,n/a," 69,743.55 ",G√∂teborg,62,11/18/2022,Legok,46,4/8/2019,,
4/1/2019," 6,965.27 "," 6,451.85 ",6/30/2018,5.04838E+15," 17,394.37 ",529 Eastlawn Park,Soca,984,Checking†,2,Credit-builder," 507,694.01 ",Poor,Unsatisfactory,Consumer Services," 81,211.56 ",Sunzhen,85,12/11/2019,Luotuo,15,7/21/2020,,
11/21/2019," 1,559.83 "," 1,160.35 ",6/9/2022,5.04838E+15," 87,088.27 ",951 Porter Parkway,Xinxian,1191,Checking†,4,Credit-builder," 945,491.71 ",Unsatisfactory,Unsatisfactory,Health Care," 3,219.52 ",Lisiƒçani,22,3/20/2021,Asbest,37,3/8/2018,,
12/11/2021," 6,319.08 "," 8,416.99 ",6/27/2022,5.10876E+15," 79,807.32 ",19 Colorado Court,Kƒ´evka,377,Checking†,2,Credit-builder," 541,181.17 ",Good,Unsatisfactory,Miscellaneous," 18,695.83 ",TƒÅlƒ´n,13,7/4/2021,Isdalst√∏,1,5/15/2019,,
2/16/2019," 4,598.82 "," 4,888.70 ",9/22/2019,5.04837E+15," 35,712.27 ",43 Lien Hill,Ramada,1493,Checking†,3,Credit-builder," 581,705.17 ",†Very Good†,Unsatisfactory,Health Care," 36,729.25 ",Gorzkowice,14,12/11/2021,Anjirmuara,2,3/12/2021,,
9/21/2019," 5,529.97 "," 4,991.78 ",6/30/2020,5.04838E+15," 39,269.95 ",93 Sheridan Alley,Krugersdorp,1804,Checking†,3,Credit-builder," 659,757.96 ",†Outstanding,Unsatisfactory,Technology," 41,947.35 ",Laohekou,58,11/27/2020,Tococ East,28,9/8/2021,,
8/23/2021," 1,797.68 "," 2,435.63 ",1/17/2020,5.10876E+15," 25,452.03 ",1519 Gulseth Point,Suishan,1199,Checking†,1,Credit-builder," 282,322.71 ",Poor,Unsatisfactory,Basic Industries," 83,479.56 ",Raofeng,89,6/16/2021,P√≠ritu,22,1/21/2020,,
5/9/2018," 4,927.56 "," 3,034.44 ",5/5/2020,5.10876E+15," 93,224.85 ",03 Kennedy Way,≈Åysomice,1851,Checking†,4,Credit-builder," 983,017.85 ",Unsatisfactory,Unsatisfactory,Technology," 84,643.33 ",Huapi,69,2/19/2022,Vilca,18,3/14/2022,,
1/27/2018," 2,738.97 "," 4,219.08 ",8/27/2018,5.10875E+15," 66,384.29 ",8786 American Ash Place,P√≥voa,1934,Checking†,2,Credit-builder," 373,870.62 ",Good,Unsatisfactory,Finance," 66,977.73 ",Saint-Denis,24,1/31/2022,Gongping,37,9/6/2018,,
11/26/2020," 6,328.76 "," 6,450.00 ",7/4/2019,5.04837E+15," 5,657.68 ",56054 Porter Hill,Crossfield,117,Checking†,2,Credit-builder," 317,877.06 ",†Very Good†,Unsatisfactory,Finance," 41,214.00 ",Musalerr,74,1/6/2020,ƒêoan H√πng,2,10/22/2018,,
8/19/2017, 404.81 ," 1,431.60 ",3/4/2018,5.04838E+15," 9,373.20 ",23 Dovetail Street,Unis≈Çaw,1689,Checking†,1,Credit-builder," 111,114.53 ",†Outstanding,Unsatisfactory,n/a," 75,832.77 ",Tunduma,24,4/29/2019,Helsingborg,31,9/16/2019,,
11/7/2021," 6,638.68 "," 9,281.13 ",6/18/2022,5.04837E+15," 9,651.01 ",73366 Nelson Parkway,Balƒ´lƒÅ,420,Checking†,4,Credit-builder," 736,609.43 ",Poor,Unsatisfactory,n/a," 90,447.16 ",Mberubu,50,5/9/2017,Boksitogorsk,6,11/19/2021,,
4/18/2022," 1,954.34 "," 3,911.28 ",12/13/2018,5.10876E+15," 31,103.97 ",01 Warrior Avenue,Dourados,766,Checking†,4,Credit-builder," 113,644.10 ",Unsatisfactory,Unsatisfactory,Health Care," 44,721.78 ",Carvalho,12,1/12/2019,Caieiras,8,11/30/2021,,
7/12/2022," 8,868.50 "," 2,337.12 ",12/8/2022,5.04838E+15," 87,451.11 ",234 Lukken Plaza,Vinhedo,1018,Checking†,4,Credit-builder," 461,155.07 ",Good,Unsatisfactory,Finance," 27,514.38 ",Krapina,51,2/4/2021,Lagny-sur-Marne,47,6/12/2021,,
6/25/2021," 8,561.50 "," 8,401.34 ",5/16/2019,5.04838E+15," 33,876.79 ",3 Burrows Place,Kalabahi,1214,Checking†,3,Credit-builder," 521,422.17 ",†Very Good†,Unsatisfactory,Energy," 65,828.24 ",Presidente Dutra,36,2/13/2016,Rivesaltes,26,11/6/2021,,
5/1/2022," 6,952.50 "," 4,081.08 ",9/3/2022,5.10875E+15," 52,529.62 ",65 Scofield Road,Al Lubban al Gharbƒ´,69,Checking†,2,Credit-builder," 772,849.13 ",†Outstanding,Unsatisfactory,Consumer Services," 88,359.54 ",Yumaguzino,100,9/3/2021,Fornos,5,8/29/2022,,
8/5/2021," 1,583.45 "," 9,112.95 ",4/2/2019,5.04837E+15," 56,747.96 ",5605 Del Mar Road,Creil,224,Checking†,5,Credit-builder," 557,661.96 ",Poor,Unsatisfactory,Health Care," 53,967.14 ",Boston,20,3/14/2021,Neskaupsta√∞ur,6,6/19/2020,,
11/26/2020," 1,379.99 "," 5,939.95 ",12/9/2020,5.10876E+15," 44,188.54 ",23836 Loftsgordon Crossing,Dongzhaogezhuang,398,Checking†,1,Credit-builder," 366,456.55 ",Unsatisfactory,Unsatisfactory,Finance," 20,112.53 ",Kalapadua,52,11/2/2019,Lembursawah,15,5/23/2022,,
6/30/2020," 4,272.90 "," 5,980.21 ",12/13/2018,5.04837E+15," 43,091.23 ",91680 Cody Avenue,Jardim do Serid√≥,1735,Checking†,3,Credit-builder," 656,984.65 ",Good,Unsatisfactory,n/a," 55,632.30 ",Sukowidodo Barat,38,3/11/2020,Huangsha,37,9/11/2018,,
7/8/2021," 3,046.71 "," 1,486.93 ",11/8/2022,5.04837E+15," 60,491.35 ",464 Lakewood Parkway,Stƒõ≈æery,399,Checking†,5,Credit-builder," 412,106.28 ",†Very Good†,Unsatisfactory,Health Care," 56,769.19 ",Nikulino,34,9/2/2019,Buenaventura,15,1/13/2022,,
1/11/2018," 5,067.08 "," 1,291.81 ",7/7/2018,5.04838E+15," 76,595.08 ",67 Golf Course Drive,Zherdevka,1433,Checking†,2,Credit-builder," 659,285.47 ",†Outstanding,Unsatisfactory,Consumer Non-Durables," 51,470.31 ",Pekuncen,35,7/24/2020,Itapuranga,49,8/18/2019,,
6/11/2019," 5,881.68 "," 1,621.88 ",11/8/2022,5.04838E+15," 58,959.94 ",4303 Johnson Court,Medzhibozh,341,Checking†,3,Credit-builder," 316,546.46 ",Poor,†Outstanding,Finance," 55,398.90 ",La Jagua de Ibirico,94,8/29/2019,Hongqi,46,3/29/2021,,
5/22/2018," 9,552.12 "," 5,936.43 ",6/23/2022,5.10876E+15," 46,665.05 ",759 Delaware Pass,Jiqu,364,Checking†,4,Credit-builder," 986,600.18 ",Unsatisfactory,†Outstanding,Consumer Services," 13,804.33 ",Stockholm,86,3/1/2019,V√§ster√•s,39,2/23/2018,,
4/21/2019," 2,721.57 "," 6,326.67 ",5/23/2018,5.10875E+15," 42,888.57 ",903 Caliangt Trail,El Calvario,1908,Checking†,4,Credit-builder," 105,368.23 ",Good,†Outstanding,Transportation," 87,765.64 ",At-Bashi,88,1/7/2020,Jiekou,30,2/5/2019,,
6/30/2018," 6,346.21 "," 8,851.62 ",1/9/2021,5.10875E+15," 45,645.26 ",001 Victoria Plaza,Biliran,1594,Checking†,2,Credit-builder," 328,789.05 ",†Very Good†,†Outstanding,Finance," 76,641.40 ",Vera Cruz,53,5/21/2018,Bradag,30,11/30/2018,,
4/6/2018, 72.08 ," 7,024.15 ",3/24/2019,5.10875E+15," 70,893.66 ",8 Evergreen Crossing,Bangbayang,1842,Checking†,1,Credit-builder," 197,699.01 ",†Outstanding,†Outstanding,Health Care," 34,593.74 ",Oshawa,44,12/19/2018,Wilcza,17,10/20/2018,,
9/28/2022," 5,697.12 "," 5,143.13 ",9/9/2018,5.10875E+15," 84,600.68 ",57820 Mockingbird Alley,Xiwanzi,1772,Checking†,1,Credit-builder," 604,002.73 ",Poor,†Outstanding,Public Utilities," 76,753.76 ",Buliran Segundo,44,9/10/2019,JirjƒÅ,35,2/6/2019,,
11/20/2022," 4,451.49 "," 8,714.87 ",11/15/2019,5.10876E+15," 7,023.12 ",975 Esker Point,Tiandian,737,Checking†,1,Credit-builder," 806,032.24 ",Unsatisfactory,†Outstanding,Basic Industries," 3,286.26 ",Ogaminan,25,10/8/2018,Hearst,41,12/10/2020,,
3/26/2021," 5,634.52 "," 6,363.86 ",10/6/2020,5.10876E+15," 68,441.62 ",2 Scott Trail,Mamfe,140,Checking†,3,Credit-builder," 199,356.75 ",Good,†Outstanding,Finance," 3,628.20 ",Yokosuka,32,11/21/2020,Nelahozeves,24,7/4/2022,,
7/9/2020," 3,667.66 "," 7,599.76 ",1/17/2019,5.10875E+15," 66,423.73 ",2 North Way,Oslo,1262,Checking†,4,Credit-builder," 242,143.49 ",†Very Good†,†Outstanding,n/a," 26,376.23 ",Ngajum,96,9/23/2022,Bƒõl√° pod Bezdƒõzem,25,7/26/2020,,
5/3/2017," 7,202.90 "," 5,941.63 ",10/4/2021,5.04837E+15," 65,058.80 ",93 Shasta Park,Lubuagan,512,Checking†,1,Credit-builder," 448,915.31 ",†Outstanding,†Outstanding,n/a," 66,687.52 ",Novopokrovka,32,11/25/2018,San Carlos de Bariloche,10,7/3/2019,,
7/17/2020," 8,005.91 "," 3,445.41 ",6/18/2018,5.04838E+15," 96,806.40 ",995 Ramsey Hill,ShujƒÅƒÅbƒÅd,2,Checking†,1,Payday†," 225,013.96 ",Poor,†Outstanding,Finance," 29,432.13 ",Shazhuang,10,4/24/2018,Man√≠,48,11/28/2019,,
2/17/2017," 7,963.26 "," 5,202.00 ",4/19/2018,5.10876E+15," 49,758.19 ",630 Summerview Circle,A≈´a,1175,Checking†,1,Payday†," 400,850.94 ",Unsatisfactory,†Outstanding,n/a," 48,849.51 ",Oesain,5,8/17/2022,Kopparberg,35,2/28/2018,,
9/4/2018," 9,000.14 "," 4,997.99 ",11/3/2021,5.10876E+15," 64,978.25 ",53337 Lindbergh Alley,Chishmy,1463,Checking†,4,Payday†," 688,278.05 ",Good,†Outstanding,Consumer Services," 3,178.11 ",Odivelas,7,8/11/2017,Cisitu,41,3/31/2020,,
8/31/2019," 8,004.22 "," 3,062.94 ",10/11/2018,5.04838E+15," 99,559.25 ",505 Kensington Hill,Manadhoo,1464,Checking†,4,Payday†," 563,083.20 ",†Very Good†,†Outstanding,Finance," 46,905.25 ",Barcelona,37,1/29/2016,Yuhang,42,1/2/2020,,
11/25/2018," 3,186.32 "," 4,818.21 ",7/23/2021,5.04838E+15," 68,190.82 ",86 Granby Terrace,Nakkila,1843,Checking†,5,Payday†," 636,826.79 ",†Outstanding,†Outstanding,Consumer Services," 90,658.19 ",Olszanica,80,12/6/2022,Burujul,38,11/6/2020,,
11/12/2017," 6,672.90 "," 1,092.42 ",2/16/2022,5.04838E+15," 62,227.22 ",29401 Russell Terrace,Cikawunggading,1462,Checking†,5,Payday†," 229,370.86 ",Poor,†Outstanding,Health Care," 48,009.89 ",Rabak,81,6/23/2019,Cireundang,33,5/14/2019,,
6/19/2020," 5,351.55 "," 1,649.11 ",7/2/2020,5.10875E+15," 88,812.20 ",761 Sachtjen Plaza,Zhanjia,1975,Checking†,5,Payday†," 479,537.83 ",Unsatisfactory,†Outstanding,Health Care," 98,379.97 ",Kahabe,70,6/11/2021,Bitung,10,9/11/2019,,
6/2/2017," 8,464.82 "," 3,196.46 ",10/19/2020,5.10876E+15," 87,871.98 ",84 Loftsgordon Lane,Liandu,1606,Checking†,5,Payday†," 767,468.08 ",Good,†Outstanding,Technology," 51,135.28 ",Pak Chong,76,6/8/2020,Shilibu,16,9/7/2018,,
7/29/2018," 6,295.18 "," 7,667.28 ",2/10/2022,5.04838E+15," 84,698.56 ",813 Spaight Alley,Gorshechnoye,632,Checking†,2,Payday†," 591,547.25 ",†Very Good†,†Outstanding,n/a," 30,480.87 ",Karvia,60,12/16/2021,Urjala,41,8/9/2019,,
5/26/2019," 3,131.13 "," 3,831.45 ",3/18/2022,5.10875E+15," 96,726.87 ",785 Hooker Hill,Paloh,1581,Checking†,3,Payday†," 247,076.94 ",†Outstanding,†Outstanding,Public Utilities," 85,354.46 ",Reinaldes,76,7/29/2022,Jiujie,4,1/11/2018,,
11/7/2021," 4,786.56 "," 1,064.23 ",1/7/2020,5.10876E+15," 57,079.94 ",55 Vermont Drive,Runka,1608,Checking†,2,Payday†," 947,754.32 ",†Outstanding,†Outstanding,Finance," 34,769.48 ",Damiao,96,6/26/2020,Aldeias de Cima,32,6/14/2022,,
5/3/2021," 4,641.33 "," 2,986.08 ",10/16/2021,5.04837E+15," 70,173.31 ",3045 Holy Cross Pass,Miracema,1658,Checking†,2,Payday†," 538,455.82 ",†Outstanding,†Outstanding,Health Care," 76,910.09 ",Jantake,49,6/21/2019,Futuroscope,27,7/26/2022,,
1/30/2019," 9,959.15 "," 5,255.92 ",7/11/2021,5.04838E+15," 1,741.67 ",12 Cody Trail,Buyun,1265,Checking†,3,Payday†," 193,326.80 ",†Outstanding,†Outstanding,Basic Industries," 40,920.64 ",G√∂teborg,54,3/9/2020,Rancapare,15,4/17/2018,,
8/2/2018," 7,083.68 "," 2,216.44 ",11/24/2019,5.04837E+15," 43,032.30 ",046 Westport Trail,Dalakovo,199,Checking†,3,Payday†," 768,291.62 ",†Outstanding,†Outstanding,n/a," 57,242.05 ",Jurva,25,5/5/2021,Gradac,18,4/5/2020,,
5/20/2020," 8,566.28 "," 6,700.03 ",10/22/2021,5.04837E+15," 67,457.82 ",90 Gateway Park,Xiaomenjia,1415,Checking†,3,Payday†," 903,996.66 ",†Outstanding,†Outstanding,n/a," 9,466.99 ",Bangbayang Kaler,88,7/10/2020,Akhtarƒ´n,1,11/29/2022,,
5/9/2018," 5,469.10 "," 9,124.38 ",8/14/2019,5.10875E+15," 99,927.35 ",31670 Buhler Crossing,Cacequi,542,Checking†,4,Payday†," 870,332.38 ",†Outstanding,†Outstanding,Consumer Services," 18,953.30 ",Maracaju,15,4/6/2017,Hatu Buh,43,1/25/2020,,
6/23/2020, 372.57 ," 9,483.56 ",3/23/2022,5.10875E+15," 62,650.60 ",654 Mockingbird Junction,Dieppe,1319,Checking†,5,Payday†," 409,622.53 ",†Outstanding,†Outstanding,n/a," 84,318.08 ",Banjaranyar,10,12/22/2021,Ballyjamesduff,49,5/29/2019,,
12/31/2018," 1,330.92 "," 7,539.53 ",4/15/2022,5.10876E+15," 81,511.76 ",83332 Bashford Parkway,Chaoyang,1464,Checking†,5,Payday†," 841,154.82 ",†Outstanding,†Outstanding,Consumer Non-Durables," 75,656.90 ",Helsingborg,65,9/22/2018,Sancang,43,5/19/2020,,
10/11/2017," 4,857.45 "," 2,989.60 ",11/24/2020,5.10875E+15," 34,286.97 ",8 Nevada Avenue,San Nicolas,589,Checking†,4,Payday†," 876,235.61 ",†Outstanding,†Outstanding,Consumer Services," 40,791.54 ",La Ceja,4,1/25/2022,Puning,23,8/29/2020,,
4/2/2018," 6,963.60 "," 5,576.97 ",4/6/2020,5.04838E+15," 72,355.49 ",77 Riverside Crossing,Port√£o,1716,Checking†,4,Payday†," 821,231.48 ",†Outstanding,†Outstanding,Finance," 19,414.95 ",Lupon,80,3/5/2019,Zheleznogorsk,20,10/16/2021,,
