timestamp_transaction,transaction_amount,revenue,timestamp_on_account_balance,account_number,account_balance,branch_name,branch_location,foot_traffic,account_type,account_count,loan_type,loan_amount,timestamp_on_satisfaction_rating,satisfaction_rating,investment_product,return_on_investment,location_customer,customer_count,timestamp_ATM_transaction,ATM_location,transaction_count,Timestamp_on_ATM_transaction,metric_compliance_security_metric,metric_value
2/19/2019,"$3,571.93 ","$2,555.50 ",1/28/2019,5.04837E+15,"$2,243.19 ",7 Longview Drive,Pawling,1564,,54,,"$637,689.52 ",2/25/2019,90.193.174.232,Health Care,"$69,718.79 ",8288 Stuart Circle,22,9/23/2016,Corben,92,1/28/2021,10.127.153.131,80.239.210.142
4/26/2020,"$1,192.13 ","$5,397.98 ",9/2/2020,5.10876E+15,"$58,860.94 ",686 Union Parkway,Delladonna,169,,82,,"$580,548.98 ",8/21/2019,150.202.215.19,Energy,"$81,576.56 ",234 Clove Alley,72,1/18/2022,Hoard,34,2/18/2018,25.176.244.56,237.225.197.60
12/12/2021,"$9,720.64 ","$3,231.21 ",2/16/2020,5.04838E+15,"$54,873.05 ",2486 Macpherson Street,Onsgard,969,,68,,"$213,268.83 ",12/19/2021,44.14.199.26,Transportation,"$17,455.55 ",45543 Coleman Road,55,1/18/2017,Dwight,19,7/31/2022,133.223.44.25,222.81.173.44
2/16/2022,"$4,532.90 ","$4,862.36 ",9/1/2018,5.10875E+15,"$92,713.23 ",73442 Reindahl Park,Banding,1053,,85,,"$142,571.83 ",5/13/2020,70.194.118.47,n/a,"$24,053.63 ",0121 Havey Drive,68,7/17/2021,Magdeline,67,12/20/2019,40.110.204.227,137.156.162.211
3/11/2020,"$6,365.20 ","$6,585.90 ",4/1/2020,5.10875E+15,"$75,164.18 ",24 Oak Valley Alley,Farragut,1245,,20,,"$699,367.78 ",4/26/2020,150.62.85.58,Technology,"$30,029.11 ",02 Sachs Terrace,73,8/18/2022,Village,46,10/27/2018,4.64.19.216,99.82.130.161
9/17/2022,"$5,647.71 ","$2,096.33 ",6/27/2019,5.04838E+15,"$68,438.97 ",7604 Fordem Hill,3rd,428,,54,,"$582,484.19 ",12/7/2021,137.101.166.159,Miscellaneous,"$13,569.54 ",511 Holmberg Parkway,71,8/7/2020,Ridge Oak,96,6/15/2022,251.12.229.144,63.205.191.70
10/20/2017,"$5,234.29 ","$3,482.65 ",11/18/2021,5.04838E+15,"$79,161.48 ",6 Emmet Drive,Lawn,447,,58,,"$941,617.94 ",4/13/2021,159.135.44.228,Capital Goods,"$27,478.16 ",69677 Pawling Junction,40,9/15/2018,Monica,32,3/2/2018,141.188.61.167,237.245.44.22
3/28/2022,"$4,657.01 ",$825.49 ,3/19/2022,5.10876E+15,"$70,372.29 ",503 Sherman Avenue,Brickson Park,1886,,100,,"$929,366.83 ",12/15/2020,236.73.8.190,n/a,"$87,891.73 ",94909 Sunnyside Plaza,95,12/1/2019,Graceland,35,2/7/2022,166.151.134.137,51.2.249.78
1/26/2020,"$8,165.60 ","$9,829.50 ",3/9/2018,5.04838E+15,"$56,897.66 ",66143 Evergreen Parkway,Union,1890,,12,,"$460,736.36 ",11/13/2020,134.124.111.244,Health Care,"$18,844.99 ",1 Hollow Ridge Plaza,75,6/23/2018,Reinke,67,12/3/2022,56.193.121.226,220.78.248.69
7/8/2020,"$6,600.26 ","$8,132.07 ",8/12/2018,5.10875E+15,"$34,496.50 ",2153 Bayside Court,Schiller,1680,,70,,"$544,240.97 ",10/16/2019,183.61.95.31,Technology,"$84,331.25 ",17549 Monument Avenue,43,4/23/2017,Lighthouse Bay,80,2/17/2019,222.199.172.142,28.28.132.122
7/30/2017,"$4,037.58 ",$469.74 ,9/23/2019,5.04838E+15,"$51,720.66 ",97 Golf View Parkway,Prentice,1022,,48,,"$178,830.45 ",7/16/2020,15.194.252.135,Consumer Services,"$5,802.12 ",167 Canary Court,71,8/24/2018,Menomonie,98,11/10/2019,219.21.47.165,136.90.115.68
11/8/2020,"$6,923.00 ","$7,541.85 ",6/24/2020,5.04838E+15,"$32,445.02 ",1579 Fremont Lane,Riverside,349,,29,,"$530,130.63 ",9/22/2020,15.14.245.73,Public Utilities,"$70,798.62 ",7770 Village Road,48,9/9/2021,Holmberg,41,7/15/2019,151.168.20.107,149.19.98.192
3/15/2020,"$8,754.48 ","$2,346.92 ",3/2/2018,5.04838E+15,"$83,286.99 ",0609 Tennessee Alley,Shopko,1841,,72,,"$718,544.87 ",8/11/2020,144.82.132.180,Transportation,"$21,501.95 ",95 Fulton Court,100,5/9/2020,Forster,11,3/2/2022,86.171.166.157,149.88.108.172
3/3/2020,"$3,793.53 ","$9,514.19 ",11/8/2022,5.10875E+15,"$17,375.52 ",93095 Monica Place,Hooker,386,,84,,"$430,028.07 ",7/30/2020,228.57.21.202,Health Care,"$90,735.59 ",40571 Westport Parkway,50,9/4/2017,Crest Line,63,4/22/2019,108.211.235.81,38.30.112.133
2/11/2018,"$9,403.27 ","$1,801.95 ",11/13/2019,5.04837E+15,"$89,662.23 ",68988 Quincy Place,Merrick,911,,61,,"$889,194.66 ",2/16/2022,239.1.181.16,Consumer Services,"$89,210.36 ",563 Kim Place,19,8/23/2022,Sutherland,4,9/2/2019,27.245.58.9,142.44.13.221
1/26/2019,"$5,288.62 ","$8,418.71 ",3/31/2021,5.04837E+15,"$97,126.00 ",1046 Bayside Pass,Manley,1470,,62,,"$740,604.92 ",7/22/2020,56.186.164.114,n/a,"$38,428.42 ",2087 Crownhardt Plaza,64,5/26/2017,Lunder,36,10/13/2019,48.156.249.207,170.150.183.120
6/4/2022,"$8,214.35 ","$1,597.59 ",10/5/2022,5.10876E+15,"$21,909.65 ",9 Heffernan Hill,Mitchell,1969,,37,,"$329,266.86 ",8/24/2020,41.61.227.245,Finance,"$92,711.34 ",14179 Westerfield Place,33,1/16/2019,Mallory,36,3/3/2018,153.219.164.253,192.234.245.106
8/2/2018,$25.10 ,"$9,760.36 ",8/28/2022,5.04838E+15,"$96,187.89 ",8 Park Meadow Way,Colorado,1103,,61,,"$343,113.27 ",7/5/2018,158.194.83.109,n/a,"$6,552.54 ",37 Jackson Trail,89,11/24/2017,Summit,27,6/5/2021,31.95.40.247,55.189.82.165
11/24/2020,"$7,672.47 ","$5,949.54 ",11/18/2022,5.04838E+15,"$3,406.72 ",014 Oak Parkway,Weeping Birch,806,,91,,"$100,779.10 ",6/16/2019,41.136.237.34,Health Care,"$18,966.15 ",530 Mayer Trail,55,4/26/2016,Lillian,50,10/25/2020,153.205.167.226,76.84.195.78
1/27/2020,"$5,397.92 ","$2,574.28 ",7/29/2020,5.04837E+15,"$93,303.10 ",6 Center Terrace,Bartelt,1596,,100,,"$543,001.26 ",12/16/2020,145.46.113.56,Consumer Services,"$59,607.60 ",352 Pierstorff Road,76,2/1/2021,Shopko,88,6/12/2022,21.210.7.226,152.89.12.180
10/14/2020,"$1,080.43 ","$4,052.28 ",6/28/2021,5.04837E+15,$38.53 ,3930 Sycamore Pass,Buena Vista,1521,,73,,"$911,285.86 ",3/13/2020,116.208.7.125,Technology,"$94,130.07 ",92 Anderson Avenue,57,2/5/2021,Briar Crest,5,9/11/2021,213.92.42.248,134.27.62.232
9/29/2022,"$5,159.89 ","$5,726.55 ",1/21/2018,5.04837E+15,$173.95 ,5 Green Street,Aberg,1151,,90,,"$336,323.28 ",7/8/2018,146.37.196.72,Finance,"$78,332.32 ",4 Rockefeller Trail,44,6/16/2019,Artisan,59,7/2/2021,240.63.147.123,51.61.113.125
1/19/2020,"$7,484.06 ","$7,651.53 ",10/11/2021,5.04837E+15,"$97,331.70 ",2799 Everett Drive,Mosinee,899,,60,,"$663,579.53 ",4/4/2018,5.63.103.155,Capital Goods,"$90,338.39 ",4 Walton Road,35,8/16/2022,Burning Wood,37,4/12/2018,55.110.105.246,212.34.136.89
10/7/2019,"$6,894.71 ","$7,038.11 ",12/13/2022,5.04837E+15,"$27,375.31 ",065 Holy Cross Road,Canary,1446,,100,,"$194,730.18 ",5/31/2020,81.0.194.17,n/a,"$76,879.23 ",13 Jay Drive,56,3/29/2021,Superior,25,2/16/2020,167.152.200.141,56.228.8.125
11/19/2017,"$5,376.96 ","$9,386.32 ",2/2/2019,5.10876E+15,"$55,811.24 ",233 Susan Parkway,Del Mar,1886,,35,,"$808,800.30 ",4/17/2019,239.248.91.9,n/a,"$22,362.79 ",1507 8th Point,62,5/7/2020,Mcguire,41,2/13/2020,85.135.12.108,163.253.160.110
6/1/2021,"$8,637.84 ","$8,267.56 ",8/9/2022,5.10876E+15,"$55,953.34 ",296 Michigan Road,Pond,1083,,9,,"$583,402.74 ",11/1/2018,99.120.135.177,Consumer Services,"$2,195.79 ",96850 Grim Junction,52,5/22/2016,Pawling,28,3/24/2019,207.95.214.212,60.154.150.216
3/6/2018,"$3,026.80 ","$3,653.38 ",7/27/2021,5.10876E+15,"$62,756.77 ",01 High Crossing Lane,Miller,953,,63,,"$804,784.63 ",2/4/2019,110.66.38.145,Health Care,"$42,358.06 ",2916 Crescent Oaks Pass,55,4/24/2017,Hermina,3,4/10/2021,35.80.131.143,220.39.155.212
3/16/2019,"$1,132.50 ","$6,907.40 ",3/16/2022,5.04838E+15,"$69,516.44 ",979 Heffernan Road,Fordem,178,,67,,"$176,945.59 ",4/9/2018,87.22.191.134,Consumer Services,"$36,160.59 ",561 Lukken Junction,15,12/27/2022,Pepper Wood,88,9/19/2020,144.69.95.17,130.97.84.251
12/31/2019,"$8,612.93 ","$8,563.64 ",3/14/2018,5.04837E+15,"$46,429.25 ",21 Mitchell Park,Kedzie,1907,,65,,"$170,201.03 ",1/4/2020,61.173.118.214,Health Care,"$9,284.71 ",19 Kim Junction,14,1/23/2020,Sunnyside,94,10/19/2020,97.200.227.7,11.154.203.83
3/17/2020,"$4,194.74 ","$6,513.89 ",5/5/2019,5.04837E+15,"$49,869.71 ",898 American Ash Terrace,Brown,380,,3,,"$428,048.11 ",1/13/2020,196.198.111.96,Technology,"$95,737.34 ",9 Swallow Hill,35,3/28/2022,Delaware,34,7/4/2022,89.46.64.6,141.15.173.120
5/26/2022,"$1,064.28 ","$7,796.07 ",3/31/2018,5.04838E+15,"$26,860.90 ",54 Banding Parkway,Sachs,323,,47,,"$222,754.52 ",10/10/2019,86.24.189.252,Health Care,"$33,615.20 ",7641 Meadow Ridge Circle,6,5/22/2022,Birchwood,70,3/7/2018,82.104.146.253,201.15.182.239
5/5/2019,"$3,606.40 ","$5,699.32 ",6/16/2021,5.04837E+15,"$98,831.44 ",5327 Prairie Rose Center,Elka,101,,59,,"$323,885.13 ",7/25/2020,129.64.87.130,Consumer Durables,"$78,563.45 ",4 Northwestern Junction,18,6/26/2021,Muir,18,5/15/2021,214.217.137.253,18.209.246.146
8/26/2018,"$9,965.40 ",$467.16 ,2/18/2021,5.04837E+15,"$42,293.76 ",63 Fairfield Park,Merry,1899,,77,,"$501,749.35 ",12/15/2022,96.140.2.45,Consumer Services,"$52,222.47 ",3618 Surrey Avenue,100,5/13/2018,Debs,67,9/18/2021,149.8.38.42,83.61.60.99
1/4/2020,"$3,493.32 ",$355.67 ,4/30/2021,5.10876E+15,"$37,598.11 ",1 Meadow Ridge Way,Meadow Vale,588,,60,,"$180,286.59 ",9/16/2019,156.39.100.216,Consumer Services,"$35,404.56 ",48221 Atwood Pass,84,12/21/2017,Sloan,25,9/21/2022,164.87.173.227,229.238.158.193
7/11/2018,$57.89 ,$590.78 ,11/15/2019,5.10875E+15,"$51,418.54 ",68 Northport Crossing,Redwing,1701,,18,,"$930,686.41 ",10/9/2020,163.32.92.220,Health Care,"$3,419.41 ",95 Waywood Parkway,26,12/12/2019,Ilene,43,6/24/2021,5.174.175.51,210.138.43.209
11/16/2017,"$4,518.94 ","$3,484.15 ",4/10/2021,5.04838E+15,"$28,856.27 ",403 Doe Crossing Way,Lotheville,1171,,17,,"$817,781.71 ",10/7/2018,21.120.106.84,Capital Goods,"$44,218.82 ",5600 Schiller Trail,100,3/2/2017,Trailsway,17,11/21/2020,179.237.1.175,92.130.169.184
6/27/2018,"$2,402.44 ","$2,643.11 ",8/11/2020,5.10876E+15,"$6,007.27 ",4 Kings Street,Claremont,723,,32,,"$398,511.11 ",1/18/2019,3.186.53.255,Technology,"$48,019.73 ",29973 Dryden Place,20,7/20/2022,Heath,56,7/27/2020,141.160.15.86,60.58.89.246
10/11/2017,"$1,649.20 ","$2,124.96 ",3/24/2018,5.10876E+15,"$15,555.40 ",739 Eggendart Park,Roxbury,904,,48,,"$292,890.00 ",5/19/2019,13.187.248.141,Energy,"$49,494.27 ",87 Stang Crossing,68,6/30/2019,Del Sol,10,9/20/2019,95.180.102.210,139.198.38.51
6/28/2022,"$6,803.26 ","$5,709.03 ",10/23/2020,5.10875E+15,"$38,731.63 ",3285 Bay Road,Bellgrove,822,,12,,"$345,444.52 ",12/12/2020,60.140.163.71,Public Utilities,$744.11 ,156 Barnett Alley,36,12/23/2020,Goodland,77,8/19/2022,222.7.4.214,91.13.100.58
6/28/2018,"$6,216.18 ","$5,679.09 ",12/30/2020,5.04837E+15,"$2,921.92 ",25 Walton Way,Forest Dale,825,,54,,"$399,590.42 ",10/3/2019,222.87.68.3,Finance,"$18,327.71 ",132 Towne Crossing,30,11/22/2016,Morning,98,8/15/2018,120.247.109.134,169.60.87.172
5/1/2018,"$8,829.77 ",$17.44 ,9/4/2019,5.04837E+15,"$85,699.85 ",08451 Meadow Vale Crossing,Esch,124,,69,,"$275,217.22 ",4/11/2021,139.46.205.79,Public Utilities,"$46,749.21 ",012 Mallard Alley,64,8/8/2021,Truax,50,2/18/2021,241.180.66.1,22.30.124.158
6/1/2017,"$1,244.85 ",$491.79 ,5/15/2022,5.04838E+15,"$63,532.41 ",0 Rutledge Junction,Sundown,1377,,64,,"$145,517.65 ",10/10/2020,222.44.48.163,n/a,"$95,186.75 ",56989 Village Green Junction,22,3/28/2017,Lake View,91,8/9/2019,159.237.163.40,162.107.177.82
1/16/2022,"$1,639.68 ",$174.72 ,7/6/2019,5.04837E+15,"$10,977.46 ",2 Lawn Circle,Southridge,943,,15,,"$126,606.03 ",6/13/2021,71.121.248.39,Capital Goods,"$66,239.99 ",99421 Cascade Junction,12,11/19/2021,Arizona,95,9/28/2021,71.187.197.17,72.110.59.107
10/6/2021,"$1,461.52 ","$9,426.32 ",5/29/2020,5.10875E+15,"$16,729.67 ",89355 Corscot Trail,Graedel,890,,8,,"$254,172.21 ",1/22/2022,123.20.0.94,Consumer Services,"$42,360.72 ",05674 South Way,90,1/28/2021,Westend,43,7/14/2018,10.217.211.112,199.213.41.26
3/12/2017,"$4,332.61 ","$5,306.50 ",3/12/2022,5.10876E+15,"$29,235.00 ",3 Pankratz Street,Onsgard,997,,40,,"$720,337.23 ",10/25/2018,1.235.11.127,Consumer Services,"$34,655.61 ",531 Sundown Way,30,6/19/2019,Victoria,57,2/14/2020,38.121.212.236,238.212.17.215
10/25/2022,"$4,697.80 ","$5,892.01 ",10/20/2019,5.10876E+15,"$46,288.38 ",35645 Amoth Point,Milwaukee,844,,49,,"$910,108.24 ",9/22/2020,34.138.208.31,Technology,"$25,005.19 ",1 Pennsylvania Place,92,1/29/2020,Mifflin,64,7/16/2018,20.215.37.212,152.211.77.166
2/17/2020,"$1,005.92 ","$6,308.94 ",11/1/2022,5.04838E+15,"$73,764.11 ",41653 Kennedy Alley,Thackeray,800,,89,,"$835,253.50 ",8/14/2018,175.126.130.53,Finance,"$33,014.80 ",5 Michigan Road,21,12/5/2020,Londonderry,26,5/21/2022,229.121.190.66,227.126.66.23
12/16/2021,"$3,845.60 ","$9,913.74 ",12/8/2022,5.04837E+15,"$15,081.61 ",546 Rowland Circle,Tomscot,881,,37,,"$988,362.50 ",4/13/2021,100.193.217.205,Technology,"$14,523.31 ",797 Westend Drive,62,1/27/2022,Drewry,76,1/26/2019,25.83.166.65,72.26.205.186
8/12/2018,"$6,972.59 ","$1,554.49 ",7/15/2020,5.10876E+15,"$92,103.85 ",5568 Lerdahl Junction,Mesta,473,,9,,"$300,167.56 ",2/13/2018,190.245.221.235,Basic Industries,"$69,493.92 ",4476 Burrows Pass,94,2/19/2017,Mallard,4,2/18/2019,243.35.24.4,40.196.31.216
5/30/2022,"$1,609.78 ",$539.13 ,6/27/2022,5.04838E+15,"$93,675.35 ",4934 Hanover Street,Laurel,1033,,67,,"$914,576.82 ",5/27/2021,177.105.110.14,Energy,"$72,846.44 ",86162 Oak Valley Parkway,24,12/30/2022,Jenifer,84,11/27/2020,221.97.96.66,141.57.83.86
3/25/2021,"$5,552.22 ","$4,464.01 ",5/18/2018,5.04838E+15,"$14,475.53 ",98974 La Follette Alley,Merchant,790,,95,,"$335,647.48 ",4/23/2018,239.227.92.78,Finance,"$21,406.29 ",082 Ryan Avenue,11,10/22/2018,Eggendart,85,2/5/2018,119.197.180.75,114.199.42.84
5/4/2020,"$3,197.74 ","$7,189.68 ",3/3/2022,5.10875E+15,"$54,032.27 ",240 Sachtjen Terrace,Sunfield,1792,,17,,"$739,240.08 ",10/12/2022,4.71.52.119,Public Utilities,"$57,668.51 ",8381 Schmedeman Parkway,55,10/27/2022,Raven,2,3/22/2018,110.80.24.182,122.255.23.223
1/6/2017,"$5,492.96 ","$3,750.16 ",1/16/2019,5.10875E+15,"$47,849.49 ",8 Rockefeller Crossing,Clyde Gallagher,1861,,18,,"$526,085.06 ",2/10/2020,154.227.218.111,Consumer Services,"$32,817.42 ",86334 Upham Place,8,12/6/2016,Coolidge,85,9/18/2020,52.181.185.69,246.80.63.12
4/27/2017,$783.46 ,"$8,981.79 ",12/3/2018,5.04837E+15,"$43,179.39 ",21 Texas Circle,Holmberg,1448,,19,,"$373,888.14 ",8/17/2020,26.55.86.74,Basic Industries,"$61,371.43 ",7 Norway Maple Center,22,8/3/2016,Pierstorff,99,8/27/2021,17.121.152.102,53.177.142.96
5/2/2017,"$1,330.39 ",$565.67 ,10/13/2021,5.10875E+15,"$25,342.69 ",9476 Merchant Terrace,Northridge,1655,,87,,"$187,224.48 ",3/11/2021,136.146.10.76,n/a,"$49,610.39 ",695 Morrow Place,87,8/17/2021,Warbler,55,3/4/2018,60.124.35.204,91.181.142.49
5/24/2022,"$4,673.55 ","$8,290.58 ",8/12/2021,5.10876E+15,"$44,746.42 ",2162 La Follette Trail,Eliot,387,,4,,"$872,386.20 ",4/7/2019,197.8.106.108,n/a,"$53,445.44 ",995 Ludington Drive,41,4/21/2018,Glacier Hill,29,4/14/2020,143.213.60.3,11.237.76.206
8/26/2022,$254.26 ,"$9,936.68 ",6/28/2019,5.04838E+15,"$66,893.15 ",90850 Eagle Crest Road,Logan,1079,,100,,"$807,464.54 ",4/21/2018,132.203.56.179,Consumer Durables,"$90,425.83 ",79075 Knutson Pass,75,9/30/2022,Lyons,75,2/19/2021,93.215.152.105,77.115.195.248
11/13/2018,"$9,358.92 ","$5,583.28 ",9/11/2021,5.10875E+15,"$25,574.84 ",1 Briar Crest Trail,Transport,70,,62,,"$112,519.32 ",4/11/2018,49.153.140.191,Health Care,"$30,879.07 ",191 Sunbrook Plaza,11,11/5/2016,Jay,89,9/3/2019,251.166.193.83,112.198.245.142
10/13/2017,"$1,398.13 ","$3,391.83 ",4/10/2018,5.10876E+15,"$10,983.68 ",574 Lake View Park,Montana,240,,94,,"$217,154.75 ",8/25/2021,79.20.185.52,Consumer Services,"$9,301.78 ",7604 Crowley Point,30,2/7/2020,Miller,26,1/15/2022,221.144.52.169,25.120.184.39
5/13/2022,"$3,849.12 ","$7,361.94 ",4/10/2022,5.04838E+15,"$36,504.52 ",8 Pennsylvania Terrace,Mayer,410,,85,,"$852,434.20 ",12/25/2020,215.13.178.239,Basic Industries,"$1,055.62 ",5282 Birchwood Plaza,3,2/21/2020,Hanover,85,8/6/2019,181.96.219.197,19.148.59.80
8/15/2017,"$5,001.21 ","$6,916.14 ",8/24/2018,5.04837E+15,"$72,687.91 ",117 Ilene Crossing,Westridge,1201,,39,,"$507,524.82 ",2/29/2020,247.246.117.92,Public Utilities,"$84,883.60 ",8 Kipling Avenue,28,6/1/2019,Burning Wood,54,6/13/2019,0.16.252.101,226.79.140.18
4/26/2020,"$6,173.65 ","$2,812.15 ",6/8/2021,5.10875E+15,"$21,991.77 ",4 Pennsylvania Way,Sunfield,1345,,43,,"$809,955.04 ",3/11/2018,233.83.109.177,n/a,"$40,761.58 ",06090 Johnson Terrace,38,2/12/2016,Dovetail,41,11/13/2022,198.208.156.10,219.240.74.225
10/15/2022,"$5,972.18 ","$9,214.71 ",10/28/2020,5.10875E+15,"$56,889.60 ",70329 Lukken Park,Ryan,1432,,30,,"$508,541.62 ",3/23/2020,36.239.31.101,Public Utilities,"$83,230.28 ",1205 Norway Maple Point,31,2/21/2018,Jay,28,5/25/2019,20.88.144.37,150.191.86.231
1/30/2018,"$6,217.03 ","$7,339.57 ",12/13/2019,5.04837E+15,"$11,742.89 ",6 Clarendon Circle,Caliangt,188,,84,,"$986,186.22 ",1/21/2018,69.140.37.56,Consumer Non-Durables,"$2,194.13 ",6 7th Parkway,31,9/13/2019,Fairfield,47,4/4/2022,151.222.123.120,16.49.70.173
10/8/2017,"$1,769.48 ",$381.96 ,4/24/2022,5.10875E+15,"$54,635.28 ",35 Tony Circle,Golf,1551,,39,,"$571,666.59 ",8/13/2021,231.177.38.34,n/a,"$12,309.37 ",7 Towne Crossing,1,6/5/2020,Anthes,25,1/31/2021,180.78.198.172,228.137.87.241
9/7/2020,$900.24 ,"$8,800.08 ",4/23/2022,5.10876E+15,"$18,906.96 ",0 Kennedy Pass,Randy,1058,,42,,"$942,747.03 ",8/22/2020,66.161.112.75,Health Care,"$45,101.77 ",9191 Northridge Lane,2,8/4/2017,South,69,4/4/2019,109.206.103.54,41.224.168.31
6/11/2021,"$1,408.31 ","$7,172.57 ",6/6/2018,5.10875E+15,"$73,274.65 ",2 Raven Park,Express,1343,,99,,"$847,837.11 ",1/7/2019,67.50.29.64,Health Care,"$60,835.30 ",4 Loeprich Crossing,48,3/25/2022,Del Mar,96,3/5/2021,41.153.64.157,231.201.21.162
1/22/2018,"$4,375.43 ","$4,359.72 ",7/2/2018,5.10875E+15,"$96,165.87 ",3716 Sunnyside Crossing,Stang,442,,86,,"$768,024.70 ",5/13/2021,36.125.121.90,Consumer Services,"$53,690.18 ",8 Dahle Court,28,5/2/2016,Bellgrove,30,9/26/2019,254.0.119.59,228.128.214.232
3/24/2021,$421.51 ,"$7,427.96 ",2/17/2019,5.10876E+15,"$41,103.25 ",83146 Northview Hill,Bultman,1239,,86,,"$204,626.43 ",2/3/2018,209.208.115.183,Consumer Services,"$67,609.42 ",2698 Crowley Drive,79,8/9/2020,Lillian,2,6/2/2021,229.144.250.4,239.102.48.97
4/2/2022,"$3,264.52 ","$4,657.91 ",10/15/2020,5.04838E+15,"$15,727.46 ",0229 Eagle Crest Trail,Esker,979,,77,,"$123,868.40 ",11/15/2019,229.244.232.70,Consumer Services,"$14,027.23 ",3148 Merrick Way,5,4/12/2020,Trailsway,45,12/30/2021,232.200.133.254,102.110.237.227
12/12/2017,"$2,610.70 ","$8,669.22 ",10/22/2020,5.04837E+15,"$60,967.93 ",61115 Northport Alley,Riverside,1668,,57,,"$689,517.47 ",12/17/2022,42.81.147.169,n/a,"$67,078.87 ",4036 Westend Lane,42,9/23/2016,Rowland,43,3/8/2020,189.255.122.81,109.57.16.70
3/15/2021,"$4,468.20 ","$5,380.04 ",11/13/2020,5.10876E+15,"$85,964.10 ",01 Comanche Park,Heath,702,,74,,"$743,917.69 ",5/24/2020,196.57.146.162,Health Care,"$43,265.47 ",03 Fieldstone Drive,90,1/4/2017,Continental,62,12/10/2022,47.164.216.222,81.102.243.22
9/19/2021,"$3,337.65 ","$7,744.23 ",9/8/2019,5.10876E+15,"$33,464.95 ",5 Porter Trail,Mendota,1257,,51,,"$344,120.41 ",11/18/2019,194.134.89.26,Finance,"$81,835.07 ",748 Arrowood Street,17,6/9/2021,School,33,9/12/2022,90.231.175.234,198.174.12.66
10/29/2021,"$9,496.66 ","$5,771.95 ",9/1/2019,5.04837E+15,"$84,888.01 ",57620 6th Terrace,Bartillon,967,,89,,"$953,636.85 ",8/30/2019,235.214.85.244,Health Care,"$80,912.53 ",93263 2nd Way,27,3/13/2020,Thackeray,98,6/1/2021,110.160.184.56,196.137.162.40
8/7/2017,"$5,548.30 ","$1,325.86 ",3/6/2018,5.10875E+15,"$92,773.02 ",2992 Hazelcrest Point,Lakeland,926,,51,,"$430,293.41 ",10/20/2018,90.28.213.150,Health Care,"$67,738.43 ",6365 Fisk Terrace,99,1/27/2021,Barby,58,12/12/2018,33.46.12.122,200.23.29.65
6/10/2019,"$2,864.22 ","$7,760.75 ",9/24/2020,5.10875E+15,"$33,612.59 ",2057 Orin Plaza,Stang,483,,74,,"$972,044.21 ",8/30/2020,200.136.73.59,Technology,"$42,678.85 ",30397 Petterle Crossing,12,12/25/2018,Hayes,8,9/30/2021,45.249.168.79,93.197.50.32
3/6/2020,"$9,952.98 ","$7,997.40 ",6/15/2022,5.10876E+15,"$5,406.40 ",81 Valley Edge Lane,North,776,,13,,"$410,342.43 ",8/8/2020,14.33.168.64,Basic Industries,"$36,712.84 ",9 Portage Point,63,7/22/2019,Merchant,4,3/2/2021,146.47.29.126,14.41.15.228
9/4/2019,"$4,167.31 ","$9,295.43 ",10/7/2018,5.10876E+15,"$25,386.61 ",0 Annamark Court,Dovetail,1287,,4,,"$182,352.72 ",9/2/2018,217.164.221.177,Health Care,"$80,023.51 ",29 Fairview Court,58,1/17/2019,Roth,22,11/4/2021,7.26.124.178,216.123.241.2
11/18/2017,"$6,439.99 ","$8,097.53 ",1/4/2019,5.10875E+15,"$79,399.53 ",16084 Mcbride Drive,Granby,1374,,84,,"$498,848.46 ",2/1/2022,41.181.105.149,n/a,"$92,637.42 ",9 Bowman Terrace,95,12/14/2018,Sunbrook,65,10/31/2018,239.132.37.190,30.68.152.38
5/6/2020,"$5,554.27 ","$9,606.78 ",9/26/2022,5.10875E+15,"$68,964.73 ",58763 Algoma Lane,Buell,212,,46,,"$451,224.91 ",9/16/2019,66.67.210.244,Consumer Durables,"$22,284.23 ",335 Leroy Terrace,67,2/5/2019,Basil,25,12/20/2021,243.72.3.102,182.172.122.141
5/14/2020,$207.69 ,"$6,924.56 ",3/7/2018,5.04837E+15,"$49,864.16 ",3903 Ridge Oak Drive,Mayer,694,,8,,"$699,234.79 ",6/8/2018,237.97.173.219,Finance,"$2,544.42 ",52 Sheridan Street,99,3/14/2019,Cody,25,10/23/2018,235.116.7.212,112.166.161.176
11/4/2022,$777.09 ,"$4,956.90 ",3/1/2021,5.10875E+15,"$12,819.00 ",2712 Coleman Circle,Oak,939,,31,,"$470,810.76 ",10/26/2020,41.209.235.191,Health Care,"$30,473.41 ",922 Brown Pass,19,10/31/2016,Mandrake,20,6/14/2019,151.203.139.204,21.206.44.165
1/18/2017,"$5,479.46 ","$3,898.84 ",7/31/2021,5.10876E+15,$411.94 ,38642 Bunker Hill Court,Esker,408,,32,,"$412,938.14 ",11/15/2021,60.147.171.144,Consumer Services,"$70,886.67 ",59 Rigney Circle,71,11/8/2018,Messerschmidt,78,4/16/2021,148.165.17.6,136.187.52.155
2/1/2022,"$3,467.91 ","$7,658.58 ",2/18/2020,5.04837E+15,"$41,802.38 ",0 Mayer Circle,Anzinger,1033,,5,,"$949,807.55 ",11/14/2019,82.156.72.38,Public Utilities,"$83,539.30 ",551 Bayside Place,98,3/30/2018,Kings,24,9/21/2022,200.7.113.194,44.17.112.165
